symbol,name,sector,market_cap,shares,price,EPS,Sales,current_eps,EPS_CAGR,Sales_CAGR
GLOT,Globe Textile Mills Limited,TEXTILE SPINNING,142393640.0,16367085,8.70,"['(0.04)', '(0.06)', '(0.06)', '(0.14)']","['', '', '', '']",-0.04,0.0,0.0
GOEM,Globe Textile Mills (OE) Limited,TEXTILE SPINNING,186400000.0,4660000,40.00,"['(7.16)', '(2.64)', '', '']","['56165', '353577', '', '']",-7.16,0.0,-0.8411519980089203
AGSML,Abdullah Shah Ghazi Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,511237970.0,79261700,6.45,"['(3.58)', '(4.04)', '(2.80)', '(2.64)']","['385282', '', '', '58427']",-3.58,0.0,5.594245811012032
GRR,Globe Residency REIT,REAL ESTATE INVESTMENT TRUST,2013200000.0,140000000,14.38,[],[],0.0,0.0,0.0
GATI,Gatron (Industries) Limited,SYNTHETIC & RAYON,17680416190.0,108728960,162.61,"['(2.36)', '(2.61)', '23.81', '27.78']","['34013581', '27383780', '23959654', '16557561']",-2.36,0.0,0.27121399252069534
GAL,Ghandhara Automobiles Limited,AUTOMOBILE ASSEMBLER,23170376200.0,57002500,406.48,"['(4.54)', '1.12', '1.77', '2.29']","['5385066', '10033096', '5359062', '3225727']",-4.54,0.0,0.18628163485243743
GFIL,Ghazi Fabrics International Limited,TEXTILE COMPOSITE,329293200.0,32635600,10.09,"['(20.42)', '(20.46)', '0.23', '6.02']","['4422589', '4285864', '8633337', '6340314']",-20.42,0.0,-0.11313958294894422
GUSM,Gulistan Spinning Mills Limited,TEXTILE SPINNING,170567650.0,14641000,11.65,"['(12.72)', '(2.09)', '(0.19)', '']","['', '', '', '']",-12.72,0.0,0.0
GSPM,Gulshan Spinning Mills Limited,TEXTILE SPINNING,97567920.0,22225038,4.39,"['(0.63)', '(1.51)', '2.63', '']","['', '', '', '']",-0.63,0.0,0.0
AGIL,Agriauto Industries Limited,AUTOMOBILE PARTS & ACCESSORIES,3764520000.0,36000000,104.57,"['(7.66)', '(1.23)', '8.44', '22.62']","['5927227', '5336118', '8957545', '6969981']",-7.66,0.0,-0.05258558423369453
AGL,Agritech Limited,CHEMICAL,16438012560.0,424645119,38.71,"['2.77', '(7.53)', '(6.83)', '(10.95)']","['22172162', '17296183', '10100924', '5699723']",2.77,0.0,0.5727200773901526
HACC,Hashimi Can Company Limited,MISCELLANEOUS,30464780.0,1633500,18.65,"['(15.85)', '82.97', '(2.77)', '(0.42)']","['', '', '', '']",-15.85,0.0,0.0
AGHA,Agha Steel Ind.Ltd,ENGINEERING,6478254710.0,604879058,10.71,"['(8.41)', '1.50', '3.07', '3.62']","['13691815', '20582205', '25647947', '19858243']",-8.41,0.0,-0.11656744225907678
GUTM,Gulistan Textile Mills Limited,TEXTILE SPINNING,284758080.0,18983872,15.00,"['38.73', '11.95', '(1.42)', '']","['', '', '', '']",38.73,0.0,0.0
GLAT,Glamour Textile Mills Limited,TEXTILE SPINNING,1731600000.0,26640000,65.00,"['(2.34)', '(5.86)', '(2.12)', '(1.01)']","['2081909', '1786859', '2589116', '2406964']",-2.34,0.0,-0.04720957820388161
GCILB,Ghani Chemical Industries Limited (B),,0.0,0,9.30,[],[],0.0,0.0,0.0
GTECHBR,G3 Technologies Ltd.CLASS B,,0.0,0,0.02,[],[],0.0,0.0,0.0
GTECH,G3 Technologies Limited,,0.0,0,8.58,"['0.24', '(1.56)', '(0.14)', '(0.08)']","['53592', '', '', '']",0.24,0.0,0.0
GENP,Genertech Pakistan Limited,POWER GENERATION & DISTRIBUTION,17622000.0,19800000,0.89,"['(0.68)', '(0.75)', '', '']","['', '', '', '']",-0.68,0.0,0.0
JSML,Jauharabad Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,631376400.0,34128454,18.50,"['6.22', '3.74', '2.98', '6.25']","['6925893', '5180431', '4924089', '3502837']",6.22,-0.0016025668485891709,0.2551200956452684
RCML,Reliance Cotton Spinning Mills Limited,TEXTILE SPINNING,6064355160.0,10292000,589.23,"['115.13', '81.53', '269.37', '116.55']","['14645976', '11048840', '11386469', '7681902']",115.13,-0.004077809992874215,0.23998524837243873
IMAGE,Image Pakistan Limited,SYNTHETIC & RAYON,4934517900.0,230369650,21.42,"['1.99', '1.91', '2.06', '2.02']","['2946998', '2064483', '1374397', '1001849']",1.99,-0.004975206681122724,0.4328229331515736
PKGS,Packages Limited,"PAPER, BOARD & PACKAGING",47836804340.0,89379504,535.21,"['31.08', '43.27', '46.12', '31.55']","['', '', '', '12830208']",31.08,-0.004990526897257319,0.0
TSBL,Trust Securities & Brokerage Limited,INV. BANKS / INV. COS. / SECURITIES COS.,379500000.0,30000000,12.65,"['2.80', '(0.34)', '(0.46)', '2.93']",[],2.8,-0.015013820246847942,0.0
AATM,Ali Asghar Textile Mills Limited,TEXTILE SPINNING,2224888840.0,44426694,50.08,"['2.25', '0.32', '0.74', '2.37']","['66402', '63796', '52586', '8892']",2.25,-0.017170785483748063,0.9546120362299311
DCR,Dolmen City REIT,REAL ESTATE INVESTMENT TRUST,49544036000.0,2223700000,22.28,"['3.66', '4.18', '4.39', '3.87']",[],3.66,-0.018425260454722814,0.0
ADMM,Artistic Denim Mills Limited,TEXTILE COMPOSITE,3902640000.0,84000000,46.46,"['3.95', '12.63', '7.79', '4.21']","['20810386', '17072735', '16352907', '9813176']",3.95,-0.02102485304400825,0.28476446460297433
DAAG,Data Agro Limited,CHEMICAL,467200000.0,4000000,116.80,"['1.87', '4.21', '0.67', '2.01']","['362312', '214573', '202622', '191625']",1.87,-0.023778166918294152,0.2365457340120305
COLG,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE PRODUCTS,362846528510.0,242773288,494.59,"['71.23', '42.88', '24.19', '77.98']","['113230777', '91459504', '62330226', '50563022']",71.23,-0.029728582906532353,0.3083094800700388
PGF,PICIC Growth Fund,CLOSE - END MUTUAL FUND,8649585000.0,283500000,30.51,"['5.86', '1.61', '(0.49)', '6.42']",[],5.86,-0.029964720994817617,0.0
CYAN,Cyan Limited,INV. BANKS / INV. COS. / SECURITIES COS.,2216122670.0,61558963,36.00,"['5.27', '(7.13)', '3.30', '5.80']",[],5.27,-0.03143774494792484,0.0
ICCT,ICC Textiles Limited,TEXTILE WEAVING,57002130.0,30001120,1.90,"['0.15', '0.53', '0.16', '']","['23462', '15363', '9910', '443604']",0.15,-0.031754163448145745,-0.6246326229691095
CPPL,Cherat Packaging Limited,"PAPER, BOARD & PACKAGING",6444261680.0,49095396,131.26,"['18.04', '18.50', '18.04', '20.12']","['13820153', '16554262', '13502519', '11255102']",18.04,-0.03572068150592955,0.07083150134388938
BCL,Bolan Castings Limited,ENGINEERING,1431771620.0,11472529,124.80,"['10.34', '(2.16)', '1.34', '11.54']","['3390175', '2164908', '2750181', '2418800']",10.34,-0.035938121709142345,0.11911328772631147
ATIL,Atlas Insurance Limited,INSURANCE,8631744470.0,149415691,57.77,"['6.74', '4.81', '8.95', '7.60']",[],6.74,-0.03923884683078793,0.0
PIBTL,Pakistan International Bulk Terminal,TRANSPORT,15038901140.0,1786092772,8.42,"['0.92', '(1.21)', '(0.35)', '1.04']","['13852284', '9072699', '10515512', '10853552']",0.92,-0.040043627338746,0.08471712968475176
KTML,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,30659743070.0,269299456,113.85,"['8.07', '8.05', '15.84', '9.21']","['58174952', '42046556', '39558284', '29955525']",8.07,-0.04308954083273675,0.2476316000974943
MLCF,Maple Leaf Cement Factory Limited,CEMENT,46448926040.0,1047562608,44.34,"['4.98', '4.18', '3.30', '5.69']","['66452348', '62075259', '48519622', '35640181']",4.98,-0.04345436965180949,0.23080752629233015
KOIL,Kohinoor Industries Limited,TEXTILE COMPOSITE,269692960.0,30302580,8.90,"['1.28', '1.44', '1.09', '1.47']",[],1.28,-0.04508610762579335,0.0
GIL,Good Luck Industries Ltd.,FOOD & PERSONAL CARE PRODUCTS,300000000.0,300000,000.00,"['10.88', '14.42', '15.32', '12.54']","['2166953', '1770362', '1235288', '1195259']",10.88,-0.04622971817188237,0.2193521726443246
MTL,Millat Tractors Limited,AUTOMOBILE ASSEMBLER,137235468810.0,191798229,715.52,"['51.70', '17.61', '28.19', '59.68']","['91508626', '44190843', '53374415', '43953778']",51.7,-0.04671979218794431,0.276895259713416
TELE,Telecard Limited,TECHNOLOGY & COMMUNICATION,3135667500.0,338625000,9.26,"['0.73', '0.40', '0.88', '0.87']","['2294683', '1767860', '1496743', '1213660']",0.73,-0.05680562404251355,0.23654109211625918
SFL,Sapphire Fibres Limited,TEXTILE COMPOSITE,23201905780.0,20671875,122.39,"['163.17', '247.72', '300.67', '198.98']","['47420211', '46446991', '43637517', '27531203']",163.17,-0.06399759995083809,0.19870623547377408
GATM,Gul Ahmed Textile Mills Limited,TEXTILE COMPOSITE,18901118560.0,740059458,25.54,"['6.39', '5.39', '11.97', '7.83']","['143145844', '111967612', '100256957', '78774072']",6.39,-0.06549915438729803,0.2202958920644591
HALEON,Haleon Pakistan Limited,PHARMACEUTICALS,100924396800.0,117054508,862.20,"['8.51', '2.78', '18.23', '10.78']","['31609776', '27507212', '24163150', '19846106']",8.51,-0.07579084460076058,0.167836479773253
AGP,AGP Limited,PHARMACEUTICALS,51727200000.0,280000000,184.74,"['4.25', '5.10', '5.59', '5.67']","['13857770', '10262015', '7420458', '6946355']",4.25,-0.0916177828312229,0.25886393438205735
SYM,Symmetry Group Limited,TECHNOLOGY & COMMUNICATION,5248517640.0,285245524,18.40,"['0.48', '0.65', '0.29', '0.65']","['412935', '255620', '152799', '205307']",0.48,-0.09612308725586971,0.2622904967550772
DEL,Dawood Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,277475000.0,27500000,10.09,"['1.11', '(0.88)', '0.35', '1.51']",[],1.11,-0.09749695230568789,0.0
PAKRI,Pakistan Reinsurance Company Limited,INSURANCE,13410000000.0,900000000,14.90,"['3.41', '2.92', '2.88', '4.64']",[],3.41,-0.09757289156532967,0.0
HPL,Hoechst Pakistan Limited,PHARMACEUTICALS,27488933820.0,9644800,850.13,"['37.41', '17.29', '93.93', '51.12']","['21368949', '18559884', '15880932', '14107802']",37.41,-0.0988461253708608,0.14843900857480907
BYCO,Byco Petroleum Pakistan Limited,REFINERY,32885388640.0,5329884706,6.17,"['0.67', '(0.46)', '(0.32)', '0.94']","['142150298', '173898930', '197830720', '166290362']",0.67,-0.1067308892010762,-0.050940228019040856
GGGL,Ghani Global Glass Limited,GLASS & CERAMICS,2076000000.0,240000000,8.65,"['0.60', '0.42', '0.82', '0.85']","['2439728', '2070887', '1505037', '1398168']",0.6,-0.10961580659838133,0.2039099878123305
SGF,Service GlobalFootwear Limited,LEATHER & TANNERIES,19264212840.0,206056400,93.49,"['5.75', '1.67', '2.10', '8.25']","['15061817', '11753088', '7040157', '6894711']",5.75,-0.11337909831341819,0.2975390387788639
TICL,The Thal Industries Corporation Limited,SUGAR & ALLIED INDUSTRIES,4452576020.0,15023200,296.38,"['75.61', '130.87', '118.61', '108.52']","['28611252', '30807763', '19800471', '21424381']",75.61,-0.11347738740650959,0.10122533214338825
JLICL,Jubilee Life Insurance Company Limited,INSURANCE,17612005910.0,100353310,175.50,"['22.98', '20.65', '20.55', '33.05']",[],22.98,-0.1140833712601601,0.0
GCIL,Ghani Chemical Industries Limited,CHEMICAL,8183075210.0,500187971,16.36,"['1.58', '1.06', '2.05', '2.28']","['5437387', '4332196', '4214089', '3837826']",1.58,-0.11507306671502504,0.12314282730894988
KOHTM,Kohat Textile Mills Limited,TEXTILE SPINNING,692016000.0,20800000,33.27,"['10.29', '4.09', '14.05', '15.01']","['7964142', '5952262', '4930819', '3620143']",10.29,-0.11825116573194927,0.300582051453848
PICT,Pakistan International Container,TRANSPORT,5172767870.0,109153152,47.39,"['16.50', '25.01', '31.05', '24.48']","['6392051', '12024182', '11098666', '9009171']",16.5,-0.12321957824972962,-0.10809527007011877
FANM,First Al-Noor Modaraba,MODARABAS,75075000.0,23100000,3.25,"['0.02', '0.02', '0.10', '0.03']",[],0.02,-0.1264195352637011,0.0
GVGL,Ghani Value Glass Limited,GLASS & CERAMICS,7096763280.0,149942178,47.33,"['5.99', '3.44', '5.04', '9.15']","['4973515', '3826844', '3411370', '2557944']",5.99,-0.13170244901164851,0.2481232306646064
INIL,International Industries Limited,ENGINEERING,23081963140.0,131881860,175.02,"['11.17', '17.23', '16.35', '17.55']","['29203140', '26786770', '37857863', '28940096']",11.17,-0.13981469809269065,0.0030206193490578404
THALL,Thal Limited,AUTOMOBILE PARTS & ACCESSORIES,34273223990.000004,81029917,422.97,"['27.03', '33.95', '52.54', '42.97']","['26550600', '31925003', '37351493', '27317188']",27.03,-0.1431721700993417,-0.009443049999255826
RPL,Roshan Packages Limited,"PAPER, BOARD & PACKAGING",2466222000.0,141900000,17.38,"['1.49', '1.06', '1.87', '2.44']","['10333516', '10246694', '8865565', '6995838']",1.49,-0.15160360582607735,0.1388576866218454
NICL,Nimir Industrial Chemicals Limited,CHEMICAL,16094242160.0,110590546,145.53,"['9.07', '16.62', '14.43', '15.32']","['41925357', '43825541', '33785648', '23093744']",9.07,-0.16031542761250517,0.21990910863010282
LSEVL,LSE Ventures Limited,INV. BANKS / INV. COS. / SECURITIES COS.,2322200590.0,179597880,12.93,"['1.04', '1.24']",[],1.04,-0.16129032258064513,0.0
SHDT,Shadab Textile Mills Limited,TEXTILE SPINNING,340300000.0,16600000,20.50,"['5.93', '(6.49)', '11.76', '10.28']","['7280768', '5962782', '5297444', '3305217']",5.93,-0.16755823845148632,0.3011451230718212
CSM,Cresent Standard Modaraba,MODARABAS,56200000.0,20000000,2.81,"['0.17', '0.36', '(0.36)', '0.30']",[],0.17,-0.17248497312919842,0.0
JKSM,J.K. Spinning Mills Limited,TEXTILE SPINNING,6266947000.0,102317502,61.25,"['9.84', '17.79', '35.79', '17.71']","['41816395', '36128679', '27332542', '17402936']",9.84,-0.17789836409019133,0.33939299156817726
PTL,Panther Tyres Ltd.,AUTOMOBILE PARTS & ACCESSORIES,7479360000.0,168000000,44.52,"['2.77', '2.58', '2.50', '5.07']","['29523187', '21441050', '20460233', '16202067']",2.77,-0.18249465047277413,0.22141787430079818
PSO,Pakistan State Oil Company Limited,OIL & GAS MARKETING COMPANIES,188178982840.0,469473300,400.83,"['33.79', '12.06', '183.66', '62.07']","['3571750306', '3391111978', '2451580833', '1204247376']",33.79,-0.18347626127403738,0.4367740009377681
MUGHAL,Mughal Iron & Steel Industries Limited,ENGINEERING,27407866970.0,335633933,81.66,"['5.96', '10.37', '16.12', '11.16']","['92382600', '67390171', '66152808', '44971836']",5.96,-0.18867656313336412,0.2712077176218466
ISL,International Steels Limited,ENGINEERING,42790950000.0,435000000,98.37,"['8.40', '8.09', '12.44', '17.16']","['69299633', '76753334', '91423698', '69796240']",8.4,-0.21188909980361315,-0.0023773462110875387
FEROZ,Ferozsons Laboratories Limited,PHARMACEUTICALS,14359566310.0,43469051,330.34,"['9.20', '4.35', '11.83', '20.02']","['12711714', '9893391', '7806414', '7033622']",9.2,-0.2283128804082898,0.21807780388560638
HSM,Husein Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,678481650.0,52965000,12.81,"['0.58', '(7.43)', '9.05', '1.28']","['6148523', '2954630', '3715573', '2755737']",0.58,-0.23192079357853823,0.30670537703502165
SITC,Sitara Chemical Industries Limited,CHEMICAL,7165175640.0,21429524,334.36,"['27.32', '46.35', '30.60', '62.89']","['31111880', '27492639', '21625585', '14784537']",27.32,-0.24264464572497457,0.28146330778679207
KAPCO,Kot Addu Power Company Limited,POWER GENERATION & DISTRIBUTION,32111637760.0,880253228,36.48,"['4.90', '4.50', '11.24', '11.62']","['', '25435312', '136599624', '50349026']",4.9,-0.2501115739379747,-0.28923996866178514
CPAL,Capital Assets Leasing Corporation,LEASING COMPANIES,202102410.0,10744413,18.81,"['0.81', '1.88', '3.15', '1.96']","['31899', '50369', '43705', '41339']",0.81,-0.25513714752433214,-0.08278242596840024
ZAHID,Zahidjee Textile Mills Limited,TEXTILE COMPOSITE,5782831490.0,191421102,30.21,"['3.32', '6.34', '20.78', '8.13']","['37741817', '32317373', '27935802', '16614520']",3.32,-0.2580934943174814,0.31455371007331845
GTYR,Ghandhara Tyre & Rubber Company Limited,AUTOMOBILE PARTS & ACCESSORIES,6114957500.0,121933350,50.15,"['1.88', '(1.37)', '2.92', '4.70']","['20538570', '15018659', '18588299', '13923520']",1.88,-0.2631937002719227,0.13834451647258295
SHSML,Shahmurad Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,8984301610.0,21118663,425.42,"['2.48', '181.24', '78.17', '6.42']","['25737193', '22884469', '17806813', '9934493']",2.48,-0.2717079807284076,0.37342565972528274
PMPK,Philip Morris (Pakistan) Limited,TOBACCO,45185191010.0,61580341,733.76,"['6.17', '30.33', '37.46', '16.76']","['18219709', '19838541', '17458557', '16596036']",6.17,-0.28330058511121636,0.03160242890626619
LPCL,Lafarge Pakistan Cement Limited,CEMENT,0.0,0,21.20,"['0.41', '0.37', '1.37', '1.13']","['5588437', '10336120', '10302148', '9624089']",0.41,-0.2867609091567388,-0.1657230534738927
SURC,Suraj Cotton Mills Limited,TEXTILE COMPOSITE,6439927540.0,48809516,131.94,"['20.62', '(8.45)', '62.89', '57.66']","['29744290', '18860335', '23500659', '17374800']",20.62,-0.29019671061644914,0.19626647201684855
STCL,Shabbir Tiles & Ceramics Limited,GLASS & CERAMICS,3709467360.0,239320475,15.50,"['1.34', '0.16', '2.08', '3.86']","['15581047', '14182479', '11898966', '9904498']",1.34,-0.2971880057972034,0.16302233823595458
FZCM,Fazal Cloth Mills Limited,TEXTILE COMPOSITE,4983900000.0,30000000,166.13,"['59.51', '19.54', '153.68', '181.06']","['97160875', '77696980', '65406262', '52132243']",59.51,-0.3098833935383115,0.23063237299230677
ADAMS,Adam Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,911409030.0,17291008,52.71,"['5.86', '9.16', '11.32', '18.42']","['5426394', '5422523', '2880598', '3553991']",5.86,-0.3173428184123438,0.15150280457245202
HTL,Hi-Tech Lubricants Limited,OIL & GAS MARKETING COMPANIES,6882285310.0,139204800,49.44,"['0.80', '(0.67)', '5.30', '2.60']","['24016482', '15531692', '17739037', '10598209']",0.8,-0.32489361882083634,0.31348657156030746
AHL,Arif Habib Limited,INV. BANKS / INV. COS. / SECURITIES COS.,3983126400.0,65340000,60.96,"['9.37', '2.83', '12.65', '31.89']",[],9.37,-0.3351938568759022,0.0
PSYL,Pakistan Synthetics Limited,SYNTHETIC & RAYON,5961283020.0,138699000,42.98,"['2.51', '5.75', '7.11', '8.90']","['13799512', '14425230', '12311249', '7250594']",2.51,-0.3442153630017357,0.23926270606172761
PCAL,Pakistan Cables Limited,CABLE & ELECTRICAL GOODS,10515182840.0,54457418,193.09,"['4.22', '14.62', '23.27', '15.56']","['26167037', '21652953', '21167659', '13145051']",4.22,-0.352706936949693,0.2579520610809143
CNERGY,Cnergyico PK  Limited,REFINERY,38783739850.0,5493447571,7.06,"['0.18', '(2.34)', '0.89', '0.67']","['240626169', '193912162', '170015072', '142150298']",0.18,-0.3547432335169639,0.19178622316876948
AWWAL,Awwal Modaraba,,0.0,0,10.00,"['0.28', '0.41', '1.03', '1.11']",[],0.28,-0.3681533544416309,0.0
PASL,Pervez Ahmed Consultancy Services Ltd.,INV. BANKS / INV. COS. / SECURITIES COS.,277987050.0,186568487,1.49,"['0.01', '(0.01)', '(0.04)', '0.04']",[],0.01,-0.3700394750525634,0.0
JSCL,Jahangir Siddiqui & Co. Ltd.,INV. BANKS / INV. COS. / SECURITIES COS.,17879195410.0,915942388,19.52,"['0.32', '0.38', '0.86', '1.32']",[],0.32,-0.376468092236256,0.0
AHTM,Ahmad Hassan Textile Mills Limited,TEXTILE COMPOSITE,461275080.0,8471535,54.45,"['4.80', '10.97', '23.76', '19.81']","['5078315', '4327095', '5545460', '3798377']",4.8,-0.3765730286077703,0.10164209592345252
CCM,Crescent Cotton Mills Limited,TEXTILE SPINNING,996365610.0,22660123,43.97,"['3.38', '5.07', '10.99', '14.19']","['5962592', '6386209', '7115273', '5405943']",3.38,-0.38011456104322916,0.03320827775179547
GADT,Gadoon Textile Mills Limited,TEXTILE SPINNING,6387381370.0,28029583,227.88,"['28.35', '117.44', '203.84', '126.08']","['72723982', '57997240', '54828147', '41009841']",28.35,-0.39190846983502425,0.21040261994451037
PAKOXY,Pakistan Oxygen Limited,CHEMICAL,11792256540.0,87124171,135.35,"['1.66', '5.74', '7.70', '7.39']","['8589000', '7296365', '7005454', '5545137']",1.66,-0.3921152945532106,0.1570268591832551
FCEL,First Capital Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,857906490.0,141335500,6.07,"['0.13', '(0.13)', '(0.56)', '0.63']",[],0.13,-0.4090724096515723,0.0
STYLERS,Stylers International Limited,TEXTILE COMPOSITE,19333138420.0,488827773,39.55,"['3.41', '5.83', '', '']","['14439261', '15215984', '14169', '10690']",3.41,-0.41509433962264153,10.054075346464264
AASM,Al-Abid Silk Mills Limited,SYNTHETIC & RAYON,46799330.0,13409550,3.49,"['8.66', '6.57', '(10.37)', '45.13']","['', '', '', '']",8.66,-0.423210269300075,0.0
ELSM,Ellcot Spinning Mills Limited,TEXTILE SPINNING,1260783000.0,10950000,115.14,"['13.97', '38.33', '112.45', '74.30']","['15510705', '12224218', '10873425', '7715509']",13.97,-0.42711269642175653,0.2620861047097365
FLYNG,Flying Cement Company Limited,CEMENT,17147664000.0,694800000,24.68,"['0.07', '0.39', '1.33', '0.38']","['4516628', '4243527', '5336125', '3205728']",0.07,-0.4310097632172307,0.12106093017323016
GLAXO,GlaxoSmithKline Pakistan Limited,PHARMACEUTICALS,129816816530.0,318467278,407.63,"['1.68', '7.73', '16.81', '10.60']","['49661277', '41841585', '36660772', '35090112']",1.68,-0.4588290543802783,0.12273615817615702
SUTM,Sunrays Textile Mills Limited,TEXTILE SPINNING,1761777000.0,20700000,85.11,"['8.56', '13.90', '92.26', '55.56']","['20148888', '9654366', '9757682', '8640883']",8.56,-0.46391065457543057,0.32606349429264436
ZTL,Zephyr Textiles Limited,TEXTILE WEAVING,654310310.0,59428729,11.01,"['0.77', '4.00', '3.07', '5.08']",[],0.77,-0.46681776480692194,0.0
DGKC,D.G. Khan Cement Company Limited,CEMENT,44701291470.0,438119097,102.03,"['1.24', '(8.30)', '6.78', '8.49']","['66038689', '64983821', '58043863', '45107690']",1.24,-0.4733711283541766,0.135488182386154
SPWL,Saif Power Limited,POWER GENERATION & DISTRIBUTION,5294663370.0,386471779,13.70,"['0.87', '5.05', '5.07', '6.14']","['19043731', '22869650', '16394335', '8925175']",0.87,-0.47866490627005753,0.2873948456138873
PRWM,Prosperity Weaving Mills Limited,TEXTILE WEAVING,683760000.0,18480000,37.00,"['4.69', '8.29', '18.93', '34.72']",[],4.69,-0.48690508722980863,0.0
FML,Feroze1888 Mills Limited,TEXTILE COMPOSITE,27255671930.0,399409026,68.24,"['1.43', '22.46', '8.76', '11.30']",[],1.43,-0.49794357262713407,0.0
STJT,Shahtaj Textile Limited,TEXTILE WEAVING,685860000.0,9660000,71.00,"['2.81', '15.84', '31.06', '22.46']","['7953428', '8085182', '7455486', '4937494']",2.81,-0.4998516320387696,0.17223834738402455
NCL,Nishat Chunian Limited,TEXTILE COMPOSITE,8272100550.0,240119029,34.45,"['2.88', '(4.16)', '31.10', '23.32']","['88879552', '67629279', '61988039', '49283753']",2.88,-0.5020092065175881,0.2172114477026752
MEHT,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,20003100000.0,30000000,666.77,"['8.32', '40.06', '105.94', '71.50']","['66583767', '54627482', '40969326', '27934498']",8.32,-0.511791022211886,0.33580325343784234
TRPOL,Tri-Star Polyester Limited,SYNTHETIC & RAYON,846362510.0,56879201,14.88,"['0.39', '0.93', '1.50', '3.63']","['403177', '386812', '322044', '200182']",0.39,-0.5246071334767288,0.2628649456324992
NAGC,Nagina Cotton Mills Limited,TEXTILE SPINNING,1037850000.0,18700000,55.50,"['4.12', '31.55', '96.93', '39.76']","['20448120', '12818758', '11235579', '7184635']",4.12,-0.5303039079784533,0.41715131847267006
CEPB,Century Paper & Board Mills Limited,"PAPER, BOARD & PACKAGING",12208055820.0,401712926,30.39,"['1.30', '2.25', '5.51', '14.59']","['42015480', '47661248', '39000247', '28659905']",1.3,-0.5533547838287849,0.1359996414932696
ANL,Azgard Nine Limited,TEXTILE COMPOSITE,3863861460.0,485409731,7.96,"['1.08', '2.99', '1.41', '15.38']","['36738685', '31571123', '33768786', '22070231']",1.08,-0.5874380795594067,0.18514705831094802
REWM,Reliance Weaving Mills Limited,TEXTILE COMPOSITE,4469126560.0,30810938,145.05,"['3.88', '6.59', '85.67', '56.24']","['41461459', '32682288', '30703659', '24030100']",3.88,-0.5898631377509,0.1993971176342464
KACM,Karim Cotton Mills Limited,TEXTILE SPINNING,18880000.0,1180000,16.00,"['0.30', '(0.26)', '1.83', '']","['', '', '', '']",0.3,-0.595111834910542,0.0
ABOT,Abbott Laboratories (Pakistan) Limited,PHARMACEUTICALS,127221442450.0,97900302,299.50,"['2.67', '30.69', '60.95', '46.33']","['55475270', '49257722', '42569856', '35283377']",2.67,-0.6137371086532548,0.1628126824357048
WHALE,Waves Home Appliances Limited,CABLE & ELECTRICAL GOODS,2145761310.0,267885307,8.01,"['0.18', '(0.04)', '(0.07)', '3.41']","['7422503', '', '', '44753']",0.18,-0.6248778501542276,164.8548700645767
KSBP,KSB Pumps Company Limited,ENGINEERING,4792590000.0,30900000,155.10,"['0.06', '3.28', '2.07', '1.24']","['5755039', '4965061', '4334459', '3606605']",0.06,-0.6356015493754594,0.1685569880592579
IDYM,Indus Dyeing & Manufacturing Co. Limited,TEXTILE SPINNING,6672460010.0,54221193,123.06,"['1.35', '13.06', '141.78', '59.24']","['67707784', '49318539', '49461116', '33065359']",1.35,-0.7164870465424218,0.26985788279031775
SAIF,Saif Textile Mills Limited,TEXTILE SPINNING,363969760.0,26412900,13.78,"['0.44', '(42.93)', '10.68', '19.95']","['12248662', '11692412', '12665019', '10646677']",0.44,-0.7195621737264739,0.04783167822209422
IBLHL,IBL HealthCare Limited,PHARMACEUTICALS,3592342980.0,85674767,41.93,"['0.09', '3.61', '4.24', '4.63']","['3603359', '4027874', '3651125', '3003909']",0.09,-0.7311228850717753,0.06252768204223602
EFOODS,Engro Foods Limited,,40115972600.0,766596075,52.33,"['0.08', '0.49', '3.11', '4.13']","['32439451', '34653486', '44346031', '49834089']",0.08,-0.7314367121206571,-0.13333952461969079
PASM,Paramount Spinning Mills Limited,TEXTILE COMPOSITE,86761650.0,17352330,5.00,"['0.81', '(0.37)', '(0.58)', '119.78']","['', '', '', '']",0.81,-0.810896208393452,0.0
TPLRF1,TPL REIT Fund I,REAL ESTATE INVESTMENT TRUST,26809350000.0,1835000000,14.61,"['0.23', '6.97']",[],0.23,-0.9670014347202296,0.0
